movie_name,year,genre,plot
The Cube,1969,Comedy,"An unnamed man, simply called ""The Man""  is trapped in a cubical white room where anyone else can enter and leave, but which he himself apparently cannot leave. A stool is brought in covered in strawberry jam, the furniture changes throughout the play. The main character, is subjected to an increasingly puzzling and frustrating series of encounters, as a variety of people come through various hidden doors. But, as many remind him, he can only leave through his own door, so he must find it to leave. He received various contradictory information and his character is often mocked or made to appear foolish through trickery. A priest gives him an orb which is supposed to hold the meaning of life but only makes a grinding noise, the man smashed it to find inexplicably it is made of strawberry jam inside. Eventually a gun is left in the room and the man attempts to shoot himself and ink squirts onto his face. All the people he had encountered enter and laugh at him. Enraged he tells them he's had enough and that no matter what happens he know  real. The man then leaves the room and is escorted into an office where he laments on the revelation of his own realness. He accidentally cuts himself with a knife while demonstrating and is asked to taste his blood. He does so and reveals his blood is ""strawberry jam"" the office fades away to reveal the man still trapped in the cube."
Loose Screws,1985,Comedy,"Brad, Steve, Hue, and Marvin are four get-nowhere boys who are forced into summer school, ending up at Cockswell Academy under the supervision of Principal Arsenault. The boys play a game where they earn points for every girl with which they score. On misadventures of their own, they decide to go for the ultimate 100-point score, Mona Lott, the new French teacher. But when they're unable to get a shot at her, they end up in the unforgiving clutches of the principal. After all is lost, they take one final chance during the school's anniversary celebration."
Project Grizzly,1996,Comedy,A documentary follows a Canadian fellow working on his dream: building a suit of armor so he can observe grizzly bears from a close distance.
Shankar Dada Zindabad,2007,Comedy,"Shankar Dada  is a local dada and ATM  ([[Srikanth  is like his brother. Shankar is in love with Jahnavi  who works at a radio station. She also owns the second innings house. The only problem is that she does not know that Shankar is a dada and believes that he is a professor. When Rajalingam  takes the second innings house Jahnavi, Shankar and the residents of the second inning decide to camp in front of his house. What happens when Jahnavi finds out who Shankar really is? Even though the movie opened to packed houses,it later on turned out to be only an average grosser. The movie did not go down well with the audience,as well as the critics"
The Goodies Rule – O.K.?,1975,Comedy,"It is the early 60s and The Goodies are trying and make it big as pop stars. However, at every turn, their ideas are ripped off by acts who then go on to be much more successful than the Cricklewood trio &mdash; The Beatles, The Supremes and The Bachelors. Despondent and on Skid Row, they decide to get their own back by stealing the most famous characteristics of some of the most successful artists around - Elton John's glasses, the Bay City Rollers' trousers, Donny Osmond's teeth, etc. They are so successful, the Top 10 is packed wall to wall with Goodies singles. The trio play Wembley Stadium, although to avoid crowd trouble, the audience is made up entirely of police. Having saved the pop business single-handedly, the Goodies are awarded OBEs at a spectacularly waterlogged royal garden party. To distract the nation from the appalling state of the economy, The Goodies are employed to cheer up the nation and they oblige with an irritating song and dance craze called ""The Bounce"". With the nation in chaos, a General Election is called , but is won by a party advocating no enjoyment whatsoever, populated by shop window dummies. With entertainment now illegal, The Goodies become Robin Hood-style outlaws, travelling the nation giving impromptu variety shows and hanging out in ""jokeeasies"" where they plot to overthrow the government. However, it's not that easy &mdash; the entertainers have been banned for so long they can't remember their old routines. Finally, The Goodies manage to oust the dummies and the Entertainers take power &mdash; but with their memories gone, Bill suggests another option &ndash; a puppet government. Taking this literally, popular puppets Sooty and Sweep are now the Prime Minister and the Home Secretary, and the Houses Of Parliament are now full of screeching hand puppets. With their government at risk from these stuffed pretenders, The Goodies sneak into the Prime Minister's residence, Chequers, to remonstrate with the puppets. However they are immediately attacked and pursued by various giant versions of famous puppets from television in the 50s, 60s and 70s. They are threatened by a } Dougal, the dog from The Magic Roundabout. As Graeme tries to ride the mighty ""beast"" and Tim is run over by the thing, Bill grapples with an enormous Zebedee, from the same programme. The trio guide Dougal and Zebedee back to the country house where they comprehensively destroy the building and the puppet government. Having hidden down a handy manhole, The Goodies return following this coup to their woodland retreat and look on as the Conservative, Labour and Liberal parties agree to form a coalition government. All seems well until the camera pulls back and reveals that Margaret Thatcher, Harold Wilson and Jeremy Thorpe are actually puppets being worked by... The Goodies. They smirk knowingly. However... the last laugh is on the trio - and we see Bill, Graeme and Tim being worked by strings held by... director Jim Franklin."
Hatching Pete,2009,Comedy,"When Cleatus can't play the school mascot, Pete has to secretly do the job."
The Teenage Textbook Movie,1998,Comedy,Two highschool girls try to find their true loves among the guys who are wooing them.
The Last Day of Summer,2007,Comedy,"The fun starts when 11-year old Luke wishes he could have his last day of vacation all over again - and his dreams come true! But when he relives the last day of summer over and over again, he soon finds himself eager for life to continue, whatever the future holds!"
How to Kill Your Neighbor's Dog,2002,Comedy,"The film stars Kenneth Branagh as Peter McGowan, a chain-smoking, impotent, insomniac playwright who lives in Los Angeles. Once very successful, he is now in the tenth year of a decade-long string of production failures. His latest play is in the hands of effeminate director Brian Sellars , who is obsessed with Petula Clark; his wife Melanie ([[Robin Wright  is determined to have a baby; he finds himself bonding with a new neighbor's lonely young daughter  who has mild cerebral palsy; and during one of his middle-of-the-night strolls, he encounters his oddball doppelgänger  who claims to be Peter McGowan and develops a friendship of sorts with him."
Heartbreak Hotel,1988,Comedy,"Johnny, a 17 year old boy, succeeds in kidnapping Elvis Presley and thus convinces him to meet her mother who is a fan of his and has to stand difficult times at that moment."
Like Mike 2: Streetball,2006,Comedy,Another young boy with 'hoop dreams' finds an old pair of Michael Jordan's sneakers and can suddenly play ball like the greatest player in the world.
"My Boss, My Hero",2001,Comedy,"This gangster comedy tells of a successful young mobster who has taken over the fashionable Myeongdong district of Seoul. When he mistakes the poet Yun Tong-ju for a liquor similar to dongdongju, his gang decides the boss's ignorance is an embarrassment. The gang takes up a collection and puts the boss back in high school.Synopsis from }"
Beyond Therapy,1987,Comedy,"This is an insane and fast-paced romantic comedy about a bizarre dinner date among Bruce (Goldblum) and Prudence (Hagerty), and their lunatic therapists, and Bruce's jealous, gun-wielding homosexual lover Stuart, and Stuart's over-protective mother, and a whole group of very odd New York characters. Will Bruce and Prudence find love amidst all the craziness?"
Too Much Sex,2000,Comedy,Sexaholic Allgood Butts gets a second chance if he can turn his life around despite temptation.
Splash,1984,Comedy,"Peter Greenaway's celebration of water, and the human relationship with it, choreographed to Michael Nyman music and culminating with a synchronised swimming sequence!"
Anima and Persona,2010,Comedy,"The film opens with the aging gangster, Singaperumal, forcing himself on a young girl, Subbu. He is unable to perform, and vents his anger by slapping the helpless Subbu. Singaperumal is the grand don of crime in Madras. His lieutenant, Pasupathi, brings a proposal. A large stash of cocaine, worth about 20 million rupees, has entered the city. The guy bringing the stash wants to sell it for 5 million rupees. Pasupathi sees the immediate easy profit, as well as the long term benefit  and the recognition that they are able to pull off such a deal. The drawback is that the stash really belongs to their arch rival Gajendran. Singaperumal knows that Gajendran is a vicious and unpredictable adversary, and the venture is risky and likely to become messy. He decides to pass. Pasupathi dourly suggests Singaperumal is getting old and rusty. He asks Singaperumal to loan him the five million so he can do the job himself. Pasupathi is prepared to face the risks, and in return for the loan, he offers Singaperumal a cut of the profits. Singaperumal agrees to the loan, but, instead asks Pasupathi to first get the stash and then think of the profit distribution. The money for the loan is brought to Singaperumal. Pasupathi and the men meet with the tipster and drive off to retrieve the stash. En route in the car, one of the men receives a call from Singaperumal, who orders him to bump off Pasupathi as soon as the stash is acquired. Pasupathi overhears this as the call is on speaker mode and gets into a Mexican standoff with others. In a desperate ploy he deliberately provokes a cop at a checkpoint, getting arrested and then later making an escape . The other men kidnap his wife, Kasturi, and use her as bait to lure Pasupathi. Singaperumal orders them to bring Kasturi to him. Seeing Subbu in tears, Singaperumal asks one of his men, Sappai, to take her out and comfort her ""so she is prepared to perform for him at night"". Sappai takes her to the beach and tries to console her. Subbu hates being a plaything for Singaperumal. She yearns to be free and live life on her own terms. She tries to persuade Sappai to think for himself and realize that Singaperumal is merely using them. Sappai, however, is too fearful and weak to oppose Singaperumal. Subbu and Sappai become unlikely lovers, and Subbu continues to hope for a way out. We learn that Subbu is somewhat educated, and learns whatever she can about the world outside Singaperumal. The film introduces Kalaya, a now destitute farmer, and his young, street-smart son Kodukapilli. They live in the slums and earn a meager living staging cockfights; as a coincidence, Singaperumal loves to watch these cockfights. One evening, a man arrives to bunk with Kalaya for the night. This man is the cocaine courier. He routinely transports various stashes of drugs in and out of the city, and collects a relatively small fee  for each trip. That evening, after a long bout of drinking, he reveals that he has learnt the true value of the stash, and he now intends to sell it himself instead of delivering it to its true owner. He passes out. Kalaya stages his cockfight the following day. But this time, his prize cocks get killed. Kalaya is in serious financial trouble. Kodukapilli senses this and immediately goes to see if their visitor, still unconscious, has any money. They find out that the man had overdone his drink and died. Kalaya and Kodukapilli find the cocaine stash and the telephone number of a prospective buyer . Kalaya declares that his financial woes are at an end. Singaperumal is worried. His stash has not arrived, nor has he got word that Pasupathi is dead. He gets an angry call from Gajapati : if Pasupathi seizes Gajapati's stuff, Gajendran will unleash a terrible gang war. The cunning Singaperumal tells Gajapati that Pasupathi has gone rogue, and that Gajapati is free to take out Pasupathi. Singaperumal figures this will benefit him both ways: he will get the stash, and his avaricious general will be killed by Gajendran. Gajendran sends his thugs after Pasupathi. Pasupathi is on the run. Now that Singaperumal has become his enemy, Pasupathi figures that Gajendran could possibly become an ally. Kalaya calls Singaperumal to meet and make a deal for the stash. While waiting for him, Singaperumal's thugs arrive and kidnap Kalaya at the rendezvous point. After continuous torture, Kalaya is unable to reveal anything as his son Kodukapulli has the stash. Kodukapilli ends up calling Pasupathi's number accidentally, and offers to trade the stash for his father. Pasupathi joins Kodukapilli and offers the same trade to Singaperumal: the stash in return for Kalaya and Kasturi. Pasupathi places a call to Gajendran and offers to reveal the location of the stash. Gajendran and his gang arrive at the location to make the exchange with Pasupathi. Singaperumal's thugs also arrive at about the same time. Pasupathi pretends to offer the stash to Gajapati, but instead slices his throat right in front of Gajendran. An engraged Gajendran and his gang chase Pasupathi. Pasupathi leads them around the block where Singaperumal's gang lay waiting. Both gangs mistaking Pasupathi's loyalties charge at each other and ensue in a gangfight. Pasupathi gets out of the fray, and watches as Gajendran and the key generals of Singaperumal's hack each other to bits. Pasupathi's plan to decimate the two strong factions has succeeded. He returns to finish Singaperumal. Back in his rooms, Singaperumal discovers that the bag with the loan money is missing. He rushes to the conclusion that Sappai took it. When Sappai returns , Singaperumal beats him up severely. Sappai's faith is shattered. In his first moment of independence, he grabs a pistol and shoots Singaperumal dead! Subbu emerges from the shadows. She is proud of Sappai, but in a stunning twist, she shoots and kills Sappai! When Pasupathi arrives, he finds Sappai and Singaperumal dead and Subbu in tears. Having always been sympathetic to Subbu's suffering with Singaperumal, he says she is free to go. Subbu leaves. Pasupathi summons the remaining thugs of Singaperumal's gang and assumes command. Kasturi is unharmed. Pasupathi gets the stash and pays Kodukapilli a fair commission. It is finally revealed that Subbu had planned the whole thing. She sent Sappai with the bag containing the loan money to provoke Singaperumal's temper. She retrieves the bag with the loan money and quietly leaves the city to begin her new life. She remarks that the men basically mistrusted, misused and slaughtered each other. In her view, Sappai, too, was not really an innocent victim. The film ends with her line: Sappai is also a man.but all men are sappai  ."
Fast Track,2007,Comedy,"Living in Manhattan, Tom  is a cook who has a hard time holding down his job. His wife, Sofia , is an attorney. When their first child is born, they agree that she will be a full-time mom and he will work to get a promotion. When Tom gets fired over defending his friend Paco , he takes a job in Ohio working at the ad agency where his father-in-law is the assistant director. Tom is assigned to report to Chip . Chip is a competitive and hard-driving wheelchair-using man who is coincidentally Sofia's ex-boyfriend from high school. Chip still carries a desire for her, so he conspires to make Tom's work life miserable. As Tom's frustrations mount, Chip begins to sway Sofia to his side. Tom begins to suspect that Chip isn't handicapped at all and goes through his desk. He finds a photo of Chip playing tennis and rushes to his in-laws' house to see his wife and show her the picture. He finds Chip having dinner with Sofia and her parents and holding Tom's child. Tom angrily tries to prove that Chip is not actually paralyzed and pulls him up a flight of stairs and drops him, expecting him to stand up to prevent falling. Chip doesn't stand up and Tom is humiliated in front of his family. Later, he apprehends Chip outside and fights him, where Chip reveals that he really can walk, but can't fight outside of his chair. After sitting back down, Chip beats him soundly and reveals that he plans to sleep with Sofia, much to Tom's already-increased anger. It's revealed that Paco, Tom's friend, had called Chip under the guise of being an ad agency boss in Barcelona, telling Chip that he got a job and convincing him to fly to Spain. Excited by the news, Chip goes to Sofia about the news and asks her to come with him. However, Tom confronts them both and convinces her not to go with Chip. Chip, not liking that Sofia chose Tom over him, callously insults Tom and reveals he ""faked his orgasm"" to Sofia before gets out of his chair and walks out. While mocking them from outside, Chip is hit by a bus and ends up breaking both his legs. Tom and Sofia have moved out of Ohio and Sofia's dad is helping Tom start his own ad company. Tom and Sofia are shown to have switched positions, Tom becoming a stay-at-home dad while Sofia becomes a full-time worker. During the credits Chip is shown being tossed out of the ad company in Spain, and later on Tom's friend sees Chip in the middle of the running of the bulls on TV."
Se Tutte le Donne del Mondo,1966,Comedy,"A Brazilian industrialist  plans to sterilize the human race through the use of his satellite and to personally repopulate the planet with beautiful women he has kidnapped and is holding in suspended animation. A down-to-earth CIA agent , an aristocratic female MI-6 agent , and her chauffeur , driving a Rolls-Royce car filled with spy gadgets, team up to stop the industrialist."
Eating Out 5: The Open Weekend,2011,Comedy,"Zack  and his new boyfriend Benji  are setting off to vacation at an all-male resort in Palm Springs with their friend Lily . In light of the veritable smorgasbord of available men that are sure to be awaiting their arrival, Benji has proposed that he and Zack open up their relationship, just for the weekend. He's not ready to limit himself sexually and explains that this will be a good way for them to explore together. Zack is less than thrilled with the idea, but he's eager to keep Benji happy and, after all, he likes sex too. At the same time, Zack's ex, Casey , is making his way to the same resort with his hag-in-training, Penny . Knowing that Zack will be there with his new boyfriend, Casey immediately goes into panic mode, recruiting his new friend, Peter , to be his pretend boyfriend for the weekend, proving to Zack that he's had no trouble moving on from their relationship. But it isn't long before all plans go awry, and Benji starts making eyes at Peter, while Zack realizes he might not be as over Casey as he'd thought. With the gay boys otherwise engaged, Lily and Penny are soon locked in combat for the attention of Luis, the resort's sexy bartender, who also happens to be the sole straight man in sight."
72 Tenants of Prosperity,2010,Comedy,"In 1970s Hong Kong, rapacious landlords try to evict 72 tenants but sworn brothers Ha Kung and Shek Kin help the group of 72 defeat the landlord and landlady and coincidentally rescue Pinky from a planned forced marriage."
Falling Up,2009,Comedy,"A nursing student (Cross) forced to quit school for family reasons winds up taking a job as a doorman in an elite apartment building in New York City, where he sparks to one of his residents (Roemer)."
Les Tontons flingueurs,1963,Comedy,"Fernand Naudin is an ex-gangster, who now deals in agricultural machinery and lives in Montauban. His modest, quiet life is disrupted when his childhood friend, who has become the Boss of a gangster organisation, summons him to his death bed. He has to take care of his friend's ""business"" and of his daughter, Patricia, who only thinks about having fun and has never been kept in a college for more than six months. As if it wasn't enough, by taking the Boss's  golden seat, Fernand angers most of the other gangsters who hoped to become the new Boss and during the movie, he escapes many murder attempts by people inside the organisation."
Eight Days a Week,1999,Comedy,"Peter  is infatuated with his childhood friend and next-door neighbor Erica . Based on advice from his grandfather, Peter decides to camp on Erica's lawn until she realizes that she loves him. During his summer-long wait, he frequently comments on their neighborhood."
The Face on the Bar Room Floor,1914,Comedy,"A painter turned tramp , devastated by losing the woman he was courting as a wealthy man, finds himself drunk and getting drunker by the minute with some sailors at a bar until he's literally falling down. He keeps futilely trying to draw the woman's picture on the floor with a piece of chalk until he finally passes out cold  at the end of the film."
Glove Taps,1937,Comedy,Butch challenges Alfalfa to a fight.
100 Women,2002,Comedy,"The film starts out with a man surrounded by a large number of angry looking women in a theater. He tells his story and narrates it throughout the film. Sam, an art student who describes himself as ""accidentally funny"", is having the worst day of his life: he loses his girlfriend, fails art school, and is put down by his favorite professor. Finally, his art portfolio falls open and his drawings scatter. A girl comes up with one drawing  and say that he has ""lost his smile"". The girl is Hope, a bubbly bombshell with a drive to make Sam smile again. She eventually does, and they kiss in the rain. She gives Sam her number, then is picked up by a friend. Unfortunately for Sam, the rain washes the number off of his hand. Devastated, he is determined to search for her. He takes a job as a delivery boy with his uncle's coffee shop. He is fruitless at first. Then finally, he delivers to Hope's apartment in a women's residence. She comes to the door in tears, not at all the way Sam remembers her. She refuses to talk about her pain and hurries Sam away. Now Sam gives himself a new task: find out how Hope ""lost her smile"" and give it back to her. While trying to cheer her up, he meets various people in the building: Tanya - a junior reporter devoted to herself and her career; Gretchen - his piercing-obsessed ex-girlfriend; Mr. Willens - the disgusting, unhygienical and lecherous building manager; and finally Annie - an ex-chocoholic who has lost a great deal of weight and agrees to assist him in his search. Along the way, he takes advice from his cousin Holden, an overweight sex addict whose pornography obsession has left him to graduate to the hardest of hardcore magazines including ""Stump Monthly"" , ""Older & Bolder"" , and ""Moist and Midget"" . While on his search, he is harassed by a mystery girl who wants him to give up. She drops a vase near him and sticks him and Holden penis-to-penis in a Chinese finger trap. She leaves an imprint in wet plaster the show a scar on her butt. He then sets out to find the girl with that scar. Investigating Hope's room on subsequent trips, he finds a torn album cover and a sad note in Hope's diary. Investigating both leads him nowhere. Along the way, he begins to fall in love with Annie. When Hope is served with an eviction notice, Sam sits outside her door drawing. Annie comes up and they talk for a while. He makes her laugh with faces drawn on various body parts. They kiss and start a relationship. She ends it quickly, however, as he refuses to stop trying to help Hope, seeing it as the duty of a friend. Sam then goes to Hope's room one last time. She thanks him for his help and kisses him. He then finds the scar on her butt - she was the mystery woman with the help and encouragement of Annie. She tells him her story of sadness. The night they first met, her friend Jesse picked her up. They have known each other since grade school and were best friends. But then he makes a move on her, forcing himself when she refuses. He says that guys don't want girls as friends, they only want girlfriends. She escapes through the sunroof, cutting her butt on a sharp metal piece. Sam and Hope get together. Annie consoles her and says she will help her find out if Sam is a true friend. The narration ends here. Later, though, Hope notices that Sam has once again lost his smile. He feels bad about Hope and Annie tricking him and for hurting Annie. Annie won't speak to him and has turned to chocolate, her comfort food. Hope realizes that he loves Annie too, and says he should figure out which one he wants to be with. Looking at his drawings of the two, he realizes that the smiling face he always drew was Annie, his one true love. She still refuses to talk to him. Sam takes his drawings to make a cartoon for her. Willens, who Sam had turned in for peeping on the residents, scatters them. All the residents help him pick them up, showing their love for him. Sam then displays his cartoon of their relationship to her from her window. Hope tells Annie to realize the Sam loves her and that she loves him. She takes a while, but comes around and laughs raucously at the bizarre antics of their characters. Sam runs to her apartment and she jumps into his arms."
Dennis the Menace: Dinosaur Hunter,1987,Comedy,"Dennis and his friends find a dinosaur bone in his backyard, dubbed by him as the ""Dennissaurus"". The discovery makes life miserable for everyone, as scientists, reporters, and amusement park operators overrun the neighborhood."
The Cloth Peddler,1917,Comedy," Set in Baku at the turn of the 20th century, a young successful businessman Asgar  wishes to marry. He wants his bride to be the choice of his heart, however, Azerbaijani tradition restricted him from communicating with the lady as a lover before marriage. So Asgar decides to disguise himself as a mere cloth peddler and the young woman Guelchoehra  falls in love with him. However, she is concerned that her father, Soltan bey  will not allow her to marry a cloth peddler. Young Asgar then reveals himself to her father and asks for her hand in marriage. Seeing that he is indeed a wealthy young man, the father agrees and the two are permitted to marry."
White Sun of the Desert,1969,Comedy,"The setting is the east shore of the Caspian Sea  where the Red Army soldier Fyodor Sukhov has been fighting the Civil War in Russian Asia for a number of years. The movie opens with a panoramic shot of a bucolic Russian countryside. Katerina Matveyevna, Sukhov's beloved wife, is standing in a field. Awakening from this daydream, Sukhov is walking through the Central Asian desert – a stark contrast to his homeland. He finds Sayid buried in the sand. Sayid, an austere Central Asian, will come to Sukhov's rescue in sticky situations throughout the movie. Sukhov frees Sayid, and they strike a friendly but reticent relationship. While traveling together they are caught up in a desert fight between a Red Army cavalry unit and Basmachi guerrillas. The cavalry unit commander, Rakhimov, ""convinces"" Sukhov to help, temporarily, with the protection of abandoned women of the Basmachi guerrilla leader Abdullah's harem. Leaving a young Red Army soldier, Petrukha, to assist Sukhov with the task, Rakhimov and his cavalry unit set out to pursue fleeing Abdullah. Sukhov and women from Abdullah's harem return to a nearby shore town. There, Sukhov charges the village museum's curator with protecting the women, and prepares to continue home. Sukhov hopes to ""modernize"" the wives of the harem, and make them part of the revolution. He urges them to take off their burqa and reject polygamy. The wives are loath to do this, though, and as Sukhov takes on the role of protector, the wives declare him their new husband. Sukhov continues to press for their modernization and liberation, while trying to imagine, in one of the film's most amusing episodes, himself at the head of the polygamous family back in Russia. Soon, looking for a seaway across the border, Abdullah and his gang come to the same town and find Abdullah's wives. Sukhov is bound to stay. Hoping to obtain help and weapons to fight Abdullah's gang, Sukhov and Petrukha visit Paul Vereschagin, a former Tsar's customs official who has begun drinking. Vereschagin lives a lonely life as the only Russian, along with his wife, living in an isolated border town. His glory days are behind him: the walls are covered with pictures of Vereschagin from the military campaigns he fought in and was awarded and wounded. The Civil War has left him without an official job and without a place to go. He warms to Petrukha who obviously reminds him of his own son who died young. Sukhov and Petrukha solicit his help, but after discussing the matter with his nagging wife, Vereschagin refuses. Luckily, Sukhov finds a case of dynamite on which some old men from the village have been resting. Sukhov plants the dynamite on Abdullah's ship in the Caspian Sea. Meanwhile, Abdullah has confronted his wives, and is preparing to punish them for their dishonor – they did not kill themselves when Abdullah left them. Sukhov takes Abdullah hostage while Abdullah is with his wives. Once Sukhov has left, though, Abdullah escapes, killing Petrukha and Gyulchatai, the youngest wife of the harem. The museum curator shows Sukhov an underground passage dating back to the Samanid dynasty that leads to the sea. Sukhov and the women of the harem attempt to escape through the passage, but on arriving at the seashore they are impelled to hide in a large empty oil tank. Abdullah discovers their hiding place, and plans on setting the oil tank on fire. Enraged at the cold-hearted murder of Petrukha, Vereschagin decides to help Sukhov and takes Abdullah's ship after locking his wife inside their house. Sayid also helps Sukhov, and together they fend off Abdullah's gang. Vereschagin, ignorant of the dynamite on the ship and not hearing Sukhov's shouted warnings, tragically kills himself on the exploding ship. Sukhov kills Abdullah and his gang, and returns the harem to Rakhimov. He then begins his trek home on foot, having refused a horse since a horse is merely ""a nuisance"". Whether Sukhov will make it home to his beloved Katerina is unclear: the revolution is not over in Central Asia, and as an exemplary Red Army soldier like Sukhov may well be needed."
Ara Soyza,1978,Comedy,"The lead character Soyza , is currently a modest farmer who grows potatoes together with his housemates  and Costa . The villain or the other housemate, Wadigapatuna  is a Mudalali businessman who owns a shop in the village. Unlike Soyza, Don and Costa, Wadigapatuna is a selfish and a bad person. Soyza and Wadigapatuna fall in love with the eldest daughter of the owner of their rental home and fight against each other to win the heart of the girl Kanthi. The parents of the daughter in question, Kanthi prefer Wandigapatuna and the plot revolves around the many tricks Soyza and his colleuges play to win the heart of Kanthi. This involves dressing up don Sirisena as a pregnant women to accuse Wandigapatuna of producing a child out of wadlock with her. Movie culminates with a fight between Wandigapatuna and a nearby ""strongman"" who joins Soyza and the clique."
A Halfway House Christmas,2005,Comedy,"In this spoof of reality television, five recovering drug and alcohol addicts try to live in a house together during the holidays. Can they stay clean and sober for Christmas? Or will the network's quest for ratings bring them down?"
On The Loose,1931,Comedy,"The girls, tired of being taken to Coney Island by all the local boys, meet up with two Englishmen who offer to take them on a date--to Coney Island."
The Return of the Tall Blond Man with One Black Shoe,1974,Comedy,"Three months after the end of Le Grand Blond avec une chaussure noire, the Tall Blond Man is once again press-ganged into service, because Colonel Toulouse needs to prove that the Tall Blond Man is a real super-secret agent and not somebody chosen at random. Toulouse has a new boss—the former Minister of Agriculture has become the Minister of Interior. Perrin's assassination  and funeral  are staged—and both are comically bungled. Christine appears again, in her usual dazzling clothes. At a symphony concert—in a white backless dress, this time—she tries to shoot Francois . Eventually, Boy Gets Girl Back."
Call Out the Marines,1941,Comedy,"Two ex-Marines, Jimmy McGinnis  and Harry Curtis  who haven't seen each other for fifteen years meet at a racetrack. They both immediately drop their jobs of an attendant and cleaner to rekindle their friendship and brawl over which one will have Violet  for their girl. When visiting a clip joint called the Shoreleave Cafe with Violet, they meet the owner, Jim Blake ([[Paul Kelly . Blake was a former Captain of theirs who left the Corps under a cloud when he was blamed for a security breach. Blake is involved in espionage where he is arranging to buy the plans for a new amphibious vehicle. Jimmy and Harry are called back to active service as Gunnery Sergeants with the 6th Marines where they crash the spy ring. The fast paced Hellzapoppin' type comedy uses the spy plot as merely an excuse for five musical numbers by Harry Revel and a variety of comedy sequences such as barroom brawls over thrown garters, spies and policemen with speech impediments, and jeep, motorcycle and car chases."
Puss Gets the Boot,1940,Comedy,"Feline ""Jasper"" is given an ultimatum by his master: break one more thing and you're out! Rodent Jerry does his best to make sure that his tormentor ""gets the boot""."
The Bulldog Breed,1960,Comedy,"When he is crossed in love, grocers assistant Norman Puckle joins the Navy, where he is recruited to man the first British rocket."
Dentally Disturbed,2004,Comedy,
Allá en el Rancho Grande,1936,Comedy,"The owner and the general manager of a ranch , two good friends, fall in love with the same girl at the same time. The owner tries to 'buy' the girl without knowing she is in love with the manager."
Hello,2007,Comedy,"A drunkard, but intelligent advocate and his side-kick tries to protect a woman from the threats against her life."
