movie_name,year,genre,plot
Laughter in Paradise,1951,Comedy,"Famed practical joker Henry Russell leaves 50,000 pounds to each of his four surviving relatives. But his will has one last joke - they each have to undertake a task completely out of character within a month. As each sets out on their objective they find that quite apart from the promised riches, they are unexpectedly getting a lot out of the challenge. All except caddish Simon Russell, that is."
Lucky 7,2003,"Comedy, Romance","Instead of really living her life, since losing her mother at age seven, Seattle lawyer Amy Myer sticks to a ridiculously detailed time-line mother drew as a guideline in all walks of life, even love in search of marriage with 'number 7'. Despite good advice from father Bernie, aunt Rachel and uncle ray, she refuses to contemplate going steady with any of the six first steady boyfriends, even apparently perfect businessman Daniel McCandles. She initially declines accompanying a good friend, bagel shop manager Connor, to a family wedding as his pretend-fiancée, but changes her mind so Daniel can be lucky seven afterward. However, Peter proves a perfect match, and able to make her reconsider the blind life schedule."
Three Fugitives,1989,"Action, Comedy","On his first day after being released from jail for 14 armed bank robberies, Lucas finds himself caught up in someone else's robbery. Perry has decided to hold up the local bank to raise money so that he can keep his daughter, Meg, and get her the treatment she needs. Dugan, a detective, assumes Lucas helped plan the robbery, and hence Lucas, Perry and Meg become three fugitives."
Six Days Seven Nights,1998,"Action, Adventure, Comedy","Taking a romantic tropical island week off with her boyfriend, an ambitious, decisive New York girl agrees to help her magazine out by covering a story on a neighboring island. The only plane available is piloted by a laid-back heavy drinker with whom she shares a mutual dislike. But she has no choice and he can't refuse the money. When the plane crash-lands on an uninhabited island with little chance of rescue they both wish they had made other arrangements - at least to start with."
The Mighty Ducks,1992,"Comedy, Drama, Family","Gordon Bombay, a hotshot lawyer, is haunted by memories of his childhood, when, as the star player in his champion hockey team, he lost the winning goal in a shootout, thereby losing the game, and the approval of his coach. After being charged for drunk driving, the court orders him to coach a peewee hockey team, the worst in the league, Gordon is at first very reluctant. However, he eventually gains the respect of the kids and teaches them how to win, gaining a sponsor on the way and giving the team the name of The Ducks. In the finals, they face Gordon's old team, coached by Gordon's old coach, giving Gordon a chance to face old ghosts."
Thunderpants,2002,"Comedy, Family, Sci-Fi","Patrick Smash (11) was born with two stomachs, and hence the uncontrollable 'talent' to produce ungodly farts. This soon drives his own dad away and makes his social life hell. His only friend is classmate Alan A. Allen, a prodigy genius, who has no sense of smell. Even Alan's invention Thunderpants, which renders Patrick's farts harmless, can't make his space travel dream realistic. However after the invention of an adaptation which turns it into flying fuel, Alan is recruited by the US space center. Patrick becomes word class tenor Sir John Osgood's secret high C farter. Their reunion is even more incredible."
Panhandle Scandal,1959,"Animation, Short, Comedy","Bandit Denver Dooley travels to a lawless western town where he notices a sign, ""No Bandits Allowed. Signed, Marshall Woody Woodpecker"". Dooley pays no heed to the sign and confronts a Mexican who claims to know about the bird but in the end, just says, ""I don't know him, Senor!"" Dooley causes trouble at a bar and marshall Woody steps in. Dooley demands a showdown which Woody keeps besting him at. Dooley chases after the redhead asking the Mexican for directions (The Mexican again says, ""I don't know him, Senor!""). After a few more chase gags, Dooley again encounters the Mexican and asks for directions. At this point, the Mexican reveals himself to have been Marshall Woody all along and arrests Dooley (still saying, ""I don't know him, Senor!"")."
Music and Lyrics,2007,"Comedy, Music, Romance","Cheery Alex Fletcher lives comfortably in Manhattan off the residuals from his 80's pop success and reprising his hits at school reunions, theme parks, and state fairs. But those gigs are declining, so he jumps at the chance to write a song and record it with reigning teen idol Cora Corman. Trouble is, he's good at melodies but needs a lyricist and has less than a week to finish. Enter Sophie Fisher, subbing for a friend who waters Alex's plants; she's a pretty good poet, quick witted, and could do it, if she'd agree. But there's some sort of shadow over her head that Alex may not be able to charm his way past. And what if they do get a song written, what then?"
Three Men on a Horse,1936,"Comedy, Music, Romance","Erwin Trowbridge is a meek salesman blessed with the ability to predict winners in horse races. Even though he only dopes them out on paper and never actually bets, his wife is suspicious of his interest in horses and he's continuously bullied and browbeaten by his overbearing brother-in-law. Seeking solace in a few drinks in a local saloon, a trio of degenerate Runyonesque gamblers discover his talent and keep him a virtual prisoner in a room above the bar where they pressure him to continue to feed them his picks."
When Magoo Flew,1954,"Animation, Family, Comedy","Mr. Magoo sets off to go to the movies but goes to an airport by mistake and gets on a plane thinking it to be a theater. Little does Magoo know the man he is sitting next to is actually a thief and when a detective appears on the plane to track the thief down, Magoo thinks it's all part of the movie. After doing some wing walking, Magoo reenters the plane and exposes the thief to the detective. When the plane lands, Magoo remarks that they should have shown a cartoon particularly one with that ""delightful near sighted fellow""."
Hokus Pokus,1949,"Comedy, Short","The stooges are taking care of their invalid friend Mary who is confined to wheelchair. What they don't know is that Mary is only faking her disability to swindle the insurance company. When the boys witness a hypnotist, ""The Great Svengarlic"", doing his act on the street, they think he might be able to hypnotize Mary so she can walk. Instead, they become subjects for his show and are hypnotized into walking out on a flagpole high above the ground. When they come out of their trance and realize their predicament, they fall into a window, startling Mary, who jumps from her wheelchair just as the insurance adjuster is about to hand her a check."
Victor/Victoria,1982,"Comedy, Music, Romance","In 1934 Paris, trained coloratura soprano Victoria Grant (Dame Julie Andrews), a native Brit, can't get a job as a singer and is having trouble making ends meet. She doesn't even have enough money for the basics of food and shelter. Gay cabaret singer Carole ""Toddy"" Todd (Robert Preston) may befall the same fate as Victoria, as he was just fired from his singing gig at a second-rate club named ""Chez Lui"". To solve their problems, Toddy comes up with what he considers to be an inspired idea: with Toddy as her manager, Victoria, pretending to be a man, get a job singing as a female impersonator. If they pull this scheme off, Toddy vows Victoria, as her male alter ego, will be the toast of Paris and as such be extremely wealthy. That alter ego they decide is Polish Count Victor Grazinski, Toddy's ex-lover who was disowned by his family when they found out he was gay. The Count auditions for the city's leading agent, Andre Cassell (John Rhys-Davies), who, impressed, gets him a gig performing in the city's best nightclub. In the audience on the successful opening night is Chicago, Illinois nightclub owner and ""businessman"" King Marchand (James Garner), a macho male who falls in the love with the woman he sees on-stage, which doesn't sit well with his current girlfriend, Norma Cassady (Leslie Ann Warren). King is shocked to learn that that woman is a man named Count Grazinski. While King tries to reconcile his romantic feelings for ""Victoria"" (in truth, King doesn't truly believe the Count is a man), his business associates won't tolerate his change in sexual orientation. Although feeling emancipated being treated as a man, Victoria, as herself, in turn, falls in love with King. To pursue something with him as a woman would mean giving up this lucrative career. But the career may also come to an end in a jail term if the authorities find out that Victoria and Toddy have committed fraud in this impersonation."
House of Fury,2005,"Action, Comedy","Teddy Yu is a former secret agent turned chiropractor who thought he left his past behind. He teaches martial arts to his two kids. However, his past catches up to him as a rogue agent demands to know the whereabouts of an agent known as Dragon. Now, father and children must team up to stop the rogue agent and his goons."
50 First Dates,2004,"Comedy, Drama, Romance","Henry Roth lives in a Hawaiian paradise with the company of endless women with no strings attached. This is until he meets Lucy Whitmore. Both Henry and Lucy enjoy the company of each other and feel the start of a serious relationship occurring. Approaching Lucy the next day, Henry is confused when Lucy fails to recognize him. This is the moment Henry discovers that Lucy actually suffers from short term memory loss and can't remember each individual day. Henry won't let this stop him and is prepared to make her fall in love with him all over again, each and every day."
"No Census, No Feeling",1940,"Comedy, Short","The stooges get jobs as census takers and wind up in a fancy mansion looking for people to survey. Moe and Larry are recruited to join a bridge game, while Curly adds Alum to the lemonade. The resulting concoction is consumed by everyone, resulting in puckered lips and shrunken clothes. The boys next try to take the census at a football stadium. They disguise themselves as players and wind up in the middle of the game. Curly runs off with the ball and all the other players in pursuit."
"Love, Wedding, Marriage",2011,"Comedy, Romance","Handsome, romantic, sexy gentile Charlie enjoys his honeymoon with liberal-Jewish marriage counselor Ava. It's cut short when her parents Bradley and Betty, who always seemed the perfect couple, suddenly border on divorce over an old affair and poorly matched expectations. Worse, in turn they invite themselves to move in and drive the newly-weds crazy. Ethics prevent Ava from taking them on as clients and the colleagues she refers to prove hopelessly inept. Meanwhile Charlie's impulsive buddy Gerber, the eternal bachelor party animal, has married Polish green-card-chaser Kasia."
The Mouse Comes to Dinner,1945,"Animation, Short, Comedy","Tom invites Toots to an elegant dinner. However, he's made the mistake of trying to put Jerry to work, as a serving boy, a corkscrew, and other tasks. Jerry puts up with a little of this, but mostly gets revenge on Tom, mostly involving the tip of Tom's tail, which ends up in a sandwich, inside a dessert, and in a candle-holder. Meanwhile, Toots isn't too happy about Tom getting fresh with her. There's a chase, of course, featuring Tom stabbing a turkey while Jerry, safely outside, makes sounds of pain. Tom ends up with his tail stuck up like a mast as Jerry paints ""S.S. Drip"" on his side and Toots launches him into the punchbowl with a bottle of champagne."
The Three Stooges Meet Hercules,1962,"Comedy, Family, Fantasy","Three druggists travel with a Milquetoast inventor, Schuyler, and his girlfriend, Diane, to ancient Greece on a newly invented time machine. There, the evil tyrant, Odius, takes a shine to the woman and has the guys enslaved as galley rowers using the excuse of the three druggists helping a rebel leader, Ulysses, escape. The rigors of the rowing pump Schuyler up into a muscleman with strength comparable to Hercules himself, who is in the employ of Odius. The threesome get the idea of raising money by promoting Schuyler as Hercules for a series of physical contests. Using a combination of his great strength and, a judicious use of a large supply of potent tranquilizers Curly-Joe brought with him, Schuyler is a success. However, this leads to trouble when the real McCoy learns about the imposter."
Ask Any Girl,1959,"Comedy, Romance","When Meg Wheeler, a naive young girl, goes to big city looking for a husband she lands a job in a marketing firm run by brothers Miles and Evan Doughton. She convinces stodgy Miles to market her as a potential wife to playboy Evan. Miles plays Pygmalion."
Hooper,1978,"Action, Comedy","Aging stuntman Sonney Hooper is still on top as one of the best stuntmen in the business. But up and coming Ski is starting to do bigger and better stunts. Hooper has the experience to setup a stunt safely, and Ski lacks the common sense to know when a stunt is too dangerous. Maybe together, along with their fun loving buddies, they can do a stunt together that will surpass anything that anyone has done."
Pizza Man,1991,"Comedy, Crime, Mystery",A pizza man is on a quest to get $15.23 when someone orders one. He uncovers a plot to rule the world and stops at nothing to get his pay.
Taxi 4,2007,"Action, Comedy, Crime","Unlucky, clumsy, charming Marseille PD detective Émilien Coutant-Kerbalec must assist worse-than-Clouseau commissioner Gibert guarding a Belgian criminal reputed as dangerous as - and caged like Hannibal Lector. Émilien's cool friend, taxi driver Daniel Morales, initially only agrees to babysit both their buddy-sons, as Émilien's wife Petra is away on top-secret mission. But soon the Belgian escapes, and while chasing him the mates stumble on a bank robbery and a drug king's palatial villa, where the grand finale reeks havoc."
Cabin Boy,1994,"Adventure, Comedy, Romance","Snobby school boy goes left and mistakes the ""Filthy Whore"" for his millionaire dad's yacht. He joins four filthy fishermen for hijinx on the high seas."
Live Free or Die,2006,"Comedy, Crime","It's not the crime, it's the cover-up. In small-town, hard-scrabble New Hampshire, foul-mouthed all-talk slacker John ""Rugged"" Rudgate fancies himself a criminal. When a local plumber stares him down at a pub, Rugged vows revenge, pouring brake fluid in the man's water supply. When the man dies from unrelated causes, Rugged and his side-kick, the even dimmer Jeff, try to cover up what they think is murder. One bad decision begets another."
Bosko the Doughboy,1931,"Animation, Short, Comedy","Bosko is a doughboy in the Great War. Bullets and bombs are everywhere. (A bomb even blows up the title card.) Bosko and his fellow infantrymen are hardly safe in their trench. Bosko is happily eating from a pan full of beans when a bomb hits the pan and destroys his meal. Bosko misses Honey; he pulls out her picture and kisses it. A cannonball tears through it, making her head a gaping hole. Now Bosko is angry. He vows revenge but the moment his helmet appears above the trench, it's hit with dozens of bullets, knocking him back down. Another soldier (a horse) briefly cheers him up with harmonica music. Bosko gets his chance to be a hero when his buddy (a hippo) swallows a cannonball."
A Successful Failure,1934,Comedy,"Ellery Cushing is full of catchy sayings and old-fashioned wisdom. But all that his family cares about is how much money he makes, and all that his boss at the newspaper sees is that Cushing is getting too old to keep up with his work. So his loyal co-worker Phil decides to see what he can do to help everyone see what his friend has to offer."
Billy Madison,1995,Comedy,"Billy Madison is a 27 year-old man whose father Brian is the head of a major hotel chain. Even though he is groomed to replace his father who is about to retire, Billy is extremely immature and unmotivated in life. When Brian considers making Eric Gordon (whom Billy despises) his new replacement, Billy decides to prove to his father that he is capable of taking over. He must repeat grade school all over again (2 weeks for each grade) in order to take over the hotel empire. The further Billy progresses, the more Eric tries to derail Billy."
The Nutty Professor,1963,"Comedy, Romance, Sci-Fi","Nerd. Milquetoast. Klutz. These are just three of the many undesirable words that can be used to describe Professor Julius Kelp. But all that changes when the chemistry expert invents a potion that transforms him into a suave, sexy chick magnet, whom Julius aptly names Buddy Love. Unfortunately, there's one side effect: Buddy can't control when he'll change back into Julius, an event that always happens at inopportune times. How will Julius/Buddy resolve his Jekyll-and-Hyde dilemma?"
Halloweentown High,2004,"Comedy, Family, Fantasy","Marnie and her friends from Halloweentown are back in this made-for-cable feature. Marnie is a teenage witch living with her family of supernatural beings in the village of Halloweentown. Marnie and her pals are interested in attending high school in the nearby mortal community, where they'll be able to spend more time with kids their age, and with the help of her grandmother Aggie, she's able to convince the town council to go along with the suggestion. However, there's a catch -- if anything dangerous happens as a result of their presence in the mortal school, Marnie and her friends will lose their magical talents. Trouble does make its way to the school, but not in a way anyone expected -- the Knight of the Iron Dagger comes to the mortal world determined to wipe out Marnie and her magical companions."
A Taxing Woman,1987,"Comedy, Crime","Ryoko Itakura is a government tax agent who has just landed a big promotion. Her first assignment is to catch wheeler-dealer Hideki Gondo. She has a tough job, since in Japan tax evasion is an art and Gondo is, in effect, Rembrandt. Her job is complicated by a growing sympathy for the rogue and by political pressure to lay off."
VeggieTales: Sumo of the Opera,2004,"Musical, Animation, Comedy, Family","When Larry goes out of town during production to help some needy kids, he runs into trouble. Frustrated, he calls Bob to say that he's giving up and coming home. Bob and ""Lutfi"" (a small cucumber sock puppet performed by Khalil the caterpillar) show a series of skits to help Larry learn the value of perseverence."
Our Gang Follies of 1938,1937,"Short, Comedy, Family","The gang is putting on a show with Alfalfa billed as ""King of the Crooners."" But Alfalfa abandons the show saying his crooning days are over, and that opera is his true calling. But after taking a nap and dreaming of a successful future in popular music, he changes his mind and joins the rest of the gang for the closing number."
The Challenge,2003,"Adventure, Comedy, Family","It's an action adventure/adventure comedy. They play estranged twins with very opposite personalities. Lizzie is very focused and driven, while Shane is more relaxed, but concerned about the environment. Both girls are chosen for a Survivor-like popular game show with college scholarships as the prize."
Skidoo,1968,Comedy,"Infamous psychedelic all-star comedy about ex-gangster Tony Banks, who's called out of retirement by mob kingpin God to carry out a hit on fellow mobster ""Blue Chips"" Packard. When Banks demurs, God kidnaps his daughter Darlene on his luxury yacht."
Duck Soup,1927,"Comedy, Short","Pursued by forest rangers who want to press them into fire-fighting duty, Stanley and Oliver hide in the home of a big-game hunter who has just left town. When they find out that the servants will be away for the weekend, they decide to stay for a while. The house is being offered for rental, and when prospective tenants come, Oliver pretends to be the owner and Stanley pretends to be a servant."
Chinese Odyssey 2002,2002,"Comedy, Romance","In Ming Dynasty China, two pairs of siblings are destined for each other. But fate throws countless obstacles in the path of their happiness. One pair is high-born: the young Emperor and his sister Wushuang, both confined to the Imperial Palace and very much under the thumb of their mother, the Empress Dowager. The other pair is decidedly lowborn: the wanderer Li Yilong (known as King Bully for the way he terrorized the town of Meilong in his youth) and his sister Phoenix, who still runs a restaurant in Meilong. When both the young Emperor and his sister Wushuang contrive to leave the Palace and head south, they meet the loves of their lives in Meilong. But Wushuang has disguised herself as a man, and the Emperor is incognito. Numerous confusions, complications and misunderstandings ensue: genders and gender-roles are reversed, class differences prove hard to negotiate and identities and egos block the promptings of desire. It takes the interventions of a goddess to get everyone back on the right road. But it may be already too late to heal the wounds of disappointment and separation."
Shall We Dance,1937,"Comedy, Musical, Romance","Ballet star Pete ""Petrov"" Peters arranges to cross the Atlantic aboard the same ship as the dancer he's fallen for but barely knows, musical star Linda Keene. By the time the ocean liner reaches New York, a little white lie has churned through the rumor mill and turned into a hot gossip item: that the two celebrities are secretly married."
Carry on Sergeant,1958,"Comedy, War","Sergeant Grimshaw wants to retire in the flush of success by winning the Star Squad prize with his very last platoon of newly called-up National Servicemen. But what a motley bunch they turn out to be, and it's up to Grimshaw to put the no-hopers through their paces."
American Pie Presents: The Naked Mile,2006,Comedy,"The movie will shift its focus on Erik Stifler, the cousin of Matt and Steve, a youngster who is nothing like his wild relations. Peer pressure starts to turn him to live up to the legacy of the other Stiflers when he attends the Naked Mile, a naked run across the college campus. Things get worse when he finds that his cousin Dwight is the life of the party down at the campus."
Whatever Works,2009,"Comedy, Romance","Attempting to impress his ideologies on religion, relationships, and the randomness (and worthlessness) of existence, lifelong New York resident Boris Yellnikoff rants to anyone who will listen, including the audience. But when he begrudgingly allows naive Mississippi runaway Melodie St. Ann Celestine to live in his apartment, his reclusive rages give way to an unlikely friendship and Boris begins to mold the impressionable young girl's worldly views to match his own. When it comes to love, ""whatever works"" is his motto, but his already perplexed life complicates itself further when Melodie's parents eventually track her down."
Hunk,1987,"Comedy, Fantasy","Bradley Brinkman is just an average guy, but he wants to be someone special when along comes a sexy apparition who offers to make him the sexiest guy in Sea Spray, a lush California Beach spot. For just a piece of his soul, Dr. D (the Devil) will transform him into a stud. He signs on the dotted line and is now turned into Hunk Golden. Suddenly, women want him and guys envy him. After a television appearance, he becomes a national sensation - but is Bradley going to be happy with his newfound success - or is there hell to pay for being a hunk?"
Wedding Crashers,2005,"Comedy, Romance","Two friends, John (played by Owen Wilson) and Jeremy (Vince Vaughn), crash weddings to pick up women. One day they crash the wedding of the daughter of the Treasury Secretary, Secretary Cleary (Christopher Walken). Instead of short-term flings they end up being invited to the Clearys' island estate, and potentially meet the loves of their lives..."
Sons of the Desert,1933,"Comedy, Family","So that he and Stan can sneak away to Chicago and attend the annual ""Sons of the Desert"" lodge convention, Ollie pretends to be sick, and gets a doctor (who turns out to be a veterinarian) to prescribe a long ocean voyage to Hawaii. Decked out in leis and strumming ukuleles, they return home only to learn that the ship supposedly carrying them has sunk. Their hastily-contrived tale of ""ship-hiking"" their way back cuts no ice with their wives, who've been at the movies watching a newsreel of the lodge's convention parade, starring - guess who?"
The Naked Gun: From the Files of Police Squad!,1988,"Comedy, Crime","A rerun of many of the gags from the television series Police Squad! (1982). An Airplane! (1980)-type spoof, this time with the an incompetent Lieutenant Frank Drebin, who always ""gets his man"". Visual gags come thick and fast, and it's impossible to catch them all with one viewing. The plot: Queen Elizabeth II of England is coming to town, and Vincent Ludwig has plans to assassinate her using a brainwashed baseball player."
Cars,2006,"Animation, Adventure, Comedy","While traveling to California for the dispute of the final race of the Piston Cup against The King and Chick Hicks, the famous Lightning McQueen accidentally damages the road of the small town Radiator Springs and is sentenced to repair it. Lightning McQueen has to work hard and finds friendship and love in the simple locals, changing its values during his stay in the small town and becoming a true winner."
Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,2006,"Documentary, Comedy","On September 12, 2005 in Hollywood, California, Vince Vaughn took the stage at the Music Box Theater in Hollywood, California and began a comedy tour featuring four stand-up comedians. In the spirit of the old west variety shows, Vaughn played host to the ensemble of comedians and performed improvisational sketches with surprise celebrity and musical guests. The film chronicles the journey of Vaughn and the comedians as travel over 6,000 miles and perform 30 shows in 30 consecutive nights in cities across the nation. Through on-stage performances and behind-the-scenes interviews, the grass roots documentary breaks down each comedian's life-altering experiences and the personal and professional challenges that unite four comics, one movie star and fans from Hollywood to the Heartland."
Badhaai Ho Badhaai,2002,"Comedy, Drama, Musical","The D'Souza and Chaddha families are neighbors and have been good friends for as long as they can remember; despite their diverse religious and cultural beliefs, they celebrate Diwali and Christmas with cheer and gusto. Then Anjali Chaddha and Steven D'Souza fall in love, and this brings an end to the friendship. Anjali and Steven elope, marry, and re-locate, leaving the two families to live with bitterness the rest of their lives. 27 years later, a young man claiming to be the son of Anjali and Steven comes to visit his paternal and maternal grandparents, and is cold-shouldered by both families. He persists and wins over the hearts of all his grandparents, but before he can win over his Jassi mama and Moses chacha, they find out that Raja is not who he claims to be."
Mouse Trouble,1944,"Animation, Short, Comedy","Tom is excited when the postman brings a package; it's the Random Mouse book ""How to Catch a Mouse."" Tom tries each chapter in succession: locating the mouse, the basic trap, the snare, being scientific, and preying on the mouse's curiosity. At each turn, Jerry uses the chapter's information better than Tom, so Tom turns to brute force: a mallet, a bear trap, a double-barreled shotgun, and a mountain of explosives. By the end, will the cat or the mouse have earned his eternal heavenly reward?"
Pee-wee's Big Adventure,1985,"Adventure, Comedy, Family","The cartoonish and childish character Pee-wee Herman goes on a big adventure for the first time ever when his beloved shiny new bicycle is stolen by his nemesis Francis Buxton, a fellow man-child and neighborhood rich ""kid."" And he sets off on an obsessive cross-country journey, determined to recover it. Pee-wee's awkward and childish attempts to be cool and mature."
The Cheerleaders,1973,"Comedy, Sport","Jeannie, a teenage girl attending Amorosa High, joins the school cheerleading squad as a means of finally attaining the success and social independence that was out of reach in the strict household her parents maintain. The liberated attitude of her new friends becomes all the more evident when they come up with a plan to help the football team win the big game by kidnapping and raping everyone on the opposing team until they're too tired to even take the field."
Touch of Pink,2004,"Drama, Comedy, Romance","Alim is an Indo-Canadian man currently living in London, England, the move in order to get away from what he feels is his repressive life in Toronto under the watchful and critical eye of his widowed mother, Nuru. For Nuru and her equally competitive sister Dolly, the perfect public Muslim persona is the most important thing in life. Back in London, Alim is free to live openly as a homosexual, of which his mother is not aware. He is in a loving relationship with his live-in British boyfriend, Giles. To navigate through his complicated life, Alim uses the spirit of 'Cary Grant' as his confidante and advisor. Feeling like her life is missing a daughter-in-law as Dolly prepares for her son's ""perfect"" wedding, Nuru decides to reconnect with Alim in London. Not yet ready to tell his mother of either Giles or his homosexual orientation, Alim, with Giles' support, hides any aspect of this fact for Nuru's visit. But as Giles is tested one turn after another during Nuru's visit, both Alim and Nuru begin to understand what is truly important in their lives leading to true happiness."
Muscle Beach Party,1964,"Comedy, Musical","Julie, a wealthy contessa managed by S.Z. Matts, wants muscle-man Flex Martin, trained by Jack Fanny, for her own - until she meets Frankie. Frankie's girl Dee Dee gets rightfully jealous and plans to avenge the Frankie-stealing contessa. Mr. Strangdour appears briefly as the king of the strongmen."
The First $20 Million Is Always the Hardest,2002,Comedy,"Andy, a successful marketing guy quits his job, because he feels disconnected with the values about work he learned from his father. He gets a new job at a top notch research facility, where he quickly makes a powerful enemy who makes him volunteer for a nearly impossible project: The $99 Personal Computer. He recruits the only available guys at the lab, three sociopaths. Together they really compile a revolutionary PC for $99, but then they become the victims of a venture capitalist and Andy's old foe from the research lab. Can he and his new friends find a way to overcome the problems?"
Ice Age,2002,"Animation, Adventure, Comedy","Back when the Earth was being overrun by glaciers, and animals were scurrying to save themselves from the upcoming Ice Age, a sloth named Sid, a woolly mammoth named Manny, and a saber-toothed tiger named Diego are forced to become unlikely heroes. The three reluctantly come together when they have to return a human child to its father while braving the deadly elements of the impending Ice Age."
Our Wife,1941,"Comedy, Romance","Jerry Marvin, a talented musician and composer, wallows in drunken self-pity after he is divorced by his wife Babe. Along comes new love Susan, who rescues Jerry and provides him with fresh inspiration to complete his trumpet concerto. He performs it, it's a hit, and the jubilant Jerry and Susan plan to marry. There's just one hitch: Now Babe wants him back... and the unscrupulous ex-wife will stop at nothing to recapture her man."
Love Birds,2011,"Comedy, Romance","Doug (Rhys Darby) thinks he has the perfect life and is stunned when long term girlfriend Susan (Faye Smythe) dumps him. He finds an injured duck and reluctantly decides to nurse it better until such time as a new home can be found for it. The task gives him new found motivation and propels Doug into a journey of self discovery, where he meets zoologist Holly (Sally Hawkins). Will the duck ever fly again? and will Doug find his perfect life?"
The Castaway Cowboy,1974,"Comedy, Family, Western","A Texas cowboy is rescued at sea by a 12-year-old boy. While he waits to return home, he decides to help out his rescuer's family."
The Three Musketeers,1993,"Action, Adventure, Romance","The three best of the disbanded Musketeers - Athos (Kiefer Sutherland), Porthos (Oliver Platt), and Aramis (Charlie Sheen) - join a young hotheaded would-be-Musketeer, D'Artagnan (Chris O'Donnell), to stop Cardinal Richelieu's (Tim Curry's) evil plot: to form an alliance with enemy England by way of the mysterious Countess D'Winter (Rebecca De Mornay). Rochefort (Michael Wincott), the Cardinal's right-hand man, announces the official disbanding of the King's Musketeers. Three, however, refuse to throw down their swords - Athos, the fighter and drinker, Porthos, the pirate and lover, and Aramis, the priest and poet. Arriving in Paris to join the Musketeers, D'Artagnan uncovers the Cardinal's plans, and the four set out on a mission to protect King Louis (Hugh O'Conor) and France."
On the Beat,1995,Comedy,"Take crime out of police work, and what's left is procedures. In the western sector of Beijing, we follow the tedium of police officers. A rabid dog is loose in Guoli's beat: a gang of police officers hunts it down. Then, word com..."
People Are Funny,1946,Musical,"A comedy based on NBC's ""People Are Funny"" radio (and later television) program with Art Linkletter with a fictional story of how the program came to be on a national network from its humble beginning at a Nevada radio station. Jack Haley is a producer with only half-rights to the program while Ozzie Nelson and Helen Walker are the radio writers and supply the romance. Rudy Vallee, always able to burlesque himself intentional and, quite often, unintentional, is the owner of the sought-after sponsoring company. Frances Langford, as herself, sings ""I'm in the Mood for Love"" while the Vagabonds quartet (billed 12th and last) chimes in on ""Angeline"" and ""The Old Square Dance is Back Again."""
Angels in the Outfield,1951,"Comedy, Family, Fantasy","A young woman reporter blames the Pittsburgh Pirates' losing streak on the obscenely abusive manager. While she attempts to learn more about him for her column, he begins hearing the voice of an angel promising him help for the team if he will mend his ways. As he does so, an orphan girl who is a Pirates fan and has been praying for the team begins noticing angels on the ballfield. Sure enough, the Pirates start winning, and McGovern tries to turn his life around. But can he keep his temper long enough for the Pirates to win the NL pennant?"
How to Be,2008,"Comedy, Drama","At first fancying himself an ""enigmatic poet"", twenty something Art gradually realizes that he must take action if he's going to escape his depressed life as a struggling musician in London. A solution comes in the shape of a book titled ""It's Not Your Fault"". Not content to just draw inspiration from its pages, however, Art invites the elderly author of the book to come live with him and his parents, which quickly becomes a painfully funny journey about dysfunction and growing up."
Bathing Beauty,1944,"Comedy, Musical","Songwriter Steve Elliott is about to marry Caroline Brooks. A strange woman who's been paid by Steve's agent to say she's his wife interrupts the ceremony. An angry Caroline gets her old job back teaching at a girl's college. Determined to win her back, Steve enrolls in the school to become its only male student."
June Bride,1948,Comedy,"Foreign correspondent Carey Jackson is offered a job on Home Life, a ""women's"" magazine; he accepts when he finds the editor is his old flame Linda Gilman. Verbal pyrotechnics fly between Carey and Linda as they go to Indiana to cover the Brinker family's ""typical American wedding."" But triangles lurk beneath the surface of the impending nuptials. Can Carey rescue a story (and his job) out of the wreckage? Can all the sundered hearts be re-united?"
Who's That Girl?,2011,Comedy,"Elizabeth Pedroza (Curtis) has been crushing on the hottest guy in her University, John Eduque Jr. (Manzano). She remains unnoticed because she's just an ordinary girl who ordinarily adores John's type, a hunky, athletic, popular honor student. But she knows that there's more to him than meets the eyes, that that distinct feature makes her love him even more. Through the years, Elizabeth strives and becomes the dream girl of every guy on the planet: independent, beautiful, sophisticated, sweet, and loving--no longer the ordinary college student. But she still loves only John, and tons of pictures of him decorate her new condominium. When she reads in the news that John Eduque has died, she immediately assumes it's ""her John."" She goes to the funeral dressed in black, complete with black veil, cries her lungs out in front of the casket, and saying everything she should have said when he was alive. When she finally notices that the deceased is John Eduque Sr., ""her John""'s father, and the casket is surrounded by horrified mourners, she runs for her life in total mortification. Now that John and his vicious mother (Domingo) are on the lookout for her, believing that she was John Sr.'s mistress, what could happen to Elizabeth's lifelong dream of becoming John's one and only love?"
Idle Roomers,1944,"Short, Comedy","The stooges are working as bellboys in a large hotel when a side show promoter shows up with 'Lupe', a wild wolfman who promptly escapes. The stooges try to capture the wolfman by playing music to calm him, but music makes the wolfman go berserk and soon the stooges are the ones trying to run away. The boys end up caught in an elevator with the wolfman who shoots them into the sky."
